track	full_name	url	language	updated	description
Unknown	abhishekkumar08/Razorpay-Hackathon-Backend	https://github.com/abhishekkumar08/Razorpay-Hackathon-Backend	JavaScript	2021-12-26T16:53:00Z	
Unknown	abhishekkumar08/Razorpay_Hackathon	https://github.com/abhishekkumar08/Razorpay_Hackathon	JavaScript	2021-12-09T15:21:42Z	
Unknown	Adarsh-Me/Agent-Audit	https://github.com/Adarsh-Me/Agent-Audit	TypeScript	2026-08-28T06:49:52Z	Can AI shopping agents actually see, choose, and buy from your catalog? 640 controlled LLM trials, CI-backed metrics, human-gated remediation, and a bounded Razorpay test-mode agent checkout.
Track 2 / Risk	adarsh7979s/RazorPay	https://github.com/adarsh7979s/RazorPay	Python	2026-08-20T14:42:31Z	Real-time transaction risk & fraud scoring engine built with XGBoost, SHAP explainability, FastAPI, and Streamlit. Built for Razorpay AI Builder Internship 2026 (AI Risk Manager Track).
Unknown	adhilogu/online_chatbot_ticketing_system	https://github.com/adhilogu/online_chatbot_ticketing_system	CSS	2026-04-15T13:04:33Z	The Online Chatbot Ticket Booking System is an AI-powered web platform developed for the Smart India Hackathon 2024 under the Ministry of Culture. Built with Django and Rasa, it enables museum visitors to book tickets via text or voice, supporting multilingual chat, QR-based tickets, and secure Razorpay payments.
Track 3 / Revenue Recovery	Adii-45/dunning-recovery	https://github.com/Adii-45/dunning-recovery	TypeScript	2026-08-23T10:51:41Z	AI agent that diagnoses failed subscription payments and executes the right recovery strategy -- Razorpay AI Buildathon 2026, Track 03
Unknown	adimadhubani/razorpay_hackathon	https://github.com/adimadhubani/razorpay_hackathon	JavaScript	2026-08-24T11:37:47Z	
Track 3 / Revenue Recovery	Adithya-workspace/Revive-ai	https://github.com/Adithya-workspace/Revive-ai	Python	2026-08-27T07:17:21Z	REVIVE AI — Autonomous Revenue Recovery Intelligence. An AI agent system that detects revenue at risk (failed payments, checkout abandonment, overdue receivables), diagnoses root cause, and executes bounded, policy-governed recovery actions with full audit trails. Built for Razorpay AI Buildathon — Track 03
Track 2 / Risk	AdithyaAbburi/RecoverAI	https://github.com/AdithyaAbburi/RecoverAI	Python	2026-08-24T16:23:55Z	AI agent for revenue recovery — detects payment risk, diagnoses failures, optimizes recovery using Expected Recovery Value (ERV), and executes bounded actions with deterministic financial guardrails.
Unknown	aditya-13115/ringWatch	https://github.com/aditya-13115/ringWatch	Python	2026-08-26T09:59:07Z	razorpay buildathon
Track 3 / Revenue Recovery	adityamahto16/recover-ai	https://github.com/adityamahto16/recover-ai	Python	2026-08-21T20:47:50Z	AI Powered autonomous revenue recovery agent for the Razorpay AI buildathon
Unknown	AdityaSanthosh/razorpay-hackathon	https://github.com/AdityaSanthosh/razorpay-hackathon	JavaScript	2026-03-14T10:40:04Z	
Track 2 / Risk	adityashirsatrao007/riskshield-ai	https://github.com/adityashirsatrao007/riskshield-ai	Python	2026-08-27T10:36:35Z	AI-powered payment fraud detection — Razorpay Buildathon Track 2
Track 3 / Revenue Recovery	AdityaWagh19/Aegis	https://github.com/AdityaWagh19/Aegis	Python	2026-08-26T09:51:41Z	Compliant AI-powered recovery and diagnosis platform for failed Razorpay UPI Autopay & e-NACH mandates. Built for the Razorpay Buildathon.
Track 2 / Risk	Afreenbaig-02/ai-payment-risk-detector	https://github.com/Afreenbaig-02/ai-payment-risk-detector		2026-08-23T09:31:58Z	Concept repo for Razorpay AI Builder Internship project.
Track 2 / Risk	agniv-dutta/Drishti	https://github.com/agniv-dutta/Drishti	Python	2026-08-23T12:05:28Z	Drishti: AI Revenue Recovery Agent for Indian fintech.  Multi-channel orchestration (retry→SMS→call→offer→escalate)  recovers 55-70% of failed payments. LLM-powered strategy selection,  AutoML risk scoring, full audit compliance. Open-source, Razorpay-agnostic.
Unknown	AjayBandiwaddar/razorpaybuildathon	https://github.com/AjayBandiwaddar/razorpaybuildathon	JavaScript	2026-08-26T02:59:26Z	
Track 3 / Revenue Recovery	akarsh-stack/kavach	https://github.com/akarsh-stack/kavach	Python	2026-08-27T18:37:20Z	Kavach — an LLM agent for failed Razorpay payments, bounded by a deterministic policy layer. Razorpay Buildathon, Track 03.
Unknown	Akash-1271/agentpay	https://github.com/Akash-1271/agentpay	TypeScript	2026-08-27T14:36:18Z	AgentPay — Razorpay Buildathon project
Unknown	AkshatGupte/Razorpay-Buildathon	https://github.com/AkshatGupte/Razorpay-Buildathon	TypeScript	2026-08-25T15:37:59Z	
Track 2 / Risk	AkshatTrip2405/FraudLens	https://github.com/AkshatTrip2405/FraudLens	HTML	2026-08-25T18:02:45Z	FraudLens is a real-time, agentic risk engine built for the Razorpay AI Buildathon. Instead of binary blocks, it uses dynamic gated verification to protect merchant revenue. Features an 800ms SLA circuit breaker (fail-open) and Explainable AI audit logs. Built with FastAPI for production-grade resilience.
Track 1 / Growth-Commerce	alfred-HQbot/agentic-storefront-builder	https://github.com/alfred-HQbot/agentic-storefront-builder	TypeScript	2026-08-24T05:35:25Z	AI Growth & Agentic Commerce — Razorpay AI Buildathon 2026 entry (Vansh Choudhary)
Track 4 / Finance Controller	alfred-HQbot/gstr2b-reconciliation-engine	https://github.com/alfred-HQbot/gstr2b-reconciliation-engine	TypeScript	2026-08-24T05:43:16Z	AI Finance Controller — GSTR-2B & Ledger Reconciliation Engine | Razorpay AI Buildathon 2026 entry (Saksham)
Unknown	AlphaCore0038/ElectroCore_Prototype	https://github.com/AlphaCore0038/ElectroCore_Prototype	TypeScript	2026-08-27T16:19:00Z	this is a protype, for Razorpay AI Buildathon
Track 3 / Revenue Recovery	AMEER0801/AXIOM_Recover	https://github.com/AMEER0801/AXIOM_Recover	JavaScript	2026-08-25T05:34:34Z	AI agent that recovers at-risk revenue on Razorpay, with the ledger that proves the number — built for Razorpay AI Buildathon Track 3
Track 4 / Finance Controller	Amritbiswas07/kosh-ai-finance-controller	https://github.com/Amritbiswas07/kosh-ai-finance-controller	Python	2026-08-24T23:31:25Z	AI finance controller for three-way settlement reconciliation — Razorpay AI Buildathon, Track 4. Deterministic tiered matching with verified local-model adjudication, measured against held-out ground truth.
Unknown	ananyaprashasti15ui/qrshield-Razorpay-AI-hackathon-project	https://github.com/ananyaprashasti15ui/qrshield-Razorpay-AI-hackathon-project	JavaScript	2026-08-21T15:11:34Z	
Track 3 / Revenue Recovery	AneeshPK7/Mandate-Compiler-Razorpay-AI-Buildathon-2026	https://github.com/AneeshPK7/Mandate-Compiler-Razorpay-AI-Buildathon-2026	Python	2026-08-27T15:04:37Z	Mandate Compiler — Razorpay AI Buildathon 2026: compiles plain-English spending policies into signed, deterministically-enforced mandates for AI payment agents.
Track 3 / Revenue Recovery	anikdascodes/recoverai-razorpay-buildathon	https://github.com/anikdascodes/recoverai-razorpay-buildathon	Python	2026-08-25T08:24:44Z	
Track 3 / Revenue Recovery	aniket-gawande/Razorpay-AI_REVENUE_RECOVERY	https://github.com/aniket-gawande/Razorpay-AI_REVENUE_RECOVERY	TypeScript	2026-08-25T16:49:20Z	BUILDATHON
Unknown	aniketkr0958-code/BUILDATHONxRazorpay	https://github.com/aniketkr0958-code/BUILDATHONxRazorpay		2026-08-26T12:55:00Z	
Track 2 / Risk	Anita-webdev/spikeguard-fraud-detector	https://github.com/Anita-webdev/spikeguard-fraud-detector	C++	2026-08-23T08:40:14Z	Real-time C++ Transaction Fraud-Spike Detector for Razorpay AI Builder Buildathon
Unknown	AnkitGola-7078/Razorpay-AI-Builder-AI-Growth-Agentic-Commerce	https://github.com/AnkitGola-7078/Razorpay-AI-Builder-AI-Growth-Agentic-Commerce	JavaScript	2026-08-24T14:21:58Z	
Track 1 / Growth-Commerce	Antariksh62/razorpay-AI-buildathon-track-01-AI-growth-Agentic-commerce	https://github.com/Antariksh62/razorpay-AI-buildathon-track-01-AI-growth-Agentic-commerce	Python	2026-08-27T21:24:30Z	Zero-trust agentic commerce engine for Razorpay AI Buildathon 2026 (Track 01). Decouples AI product shopping from financial execution using a Declarative Policy Engine, real Razorpay Python SDK, and real-time SSE audit logging.
Unknown	Anuraag03/MERN_Project_Template	https://github.com/Anuraag03/MERN_Project_Template		2025-07-26T10:01:02Z	Full-stack MERN boilerplate built for hackathons. Includes JWT auth, Razorpay, Twilio, Cloudinary, ShadCN UI, and more. Perfect for rapid MVPs or demos.
Track 3 / Revenue Recovery	AnushkaGhosh710/AI-Revenue-Recovery	https://github.com/AnushkaGhosh710/AI-Revenue-Recovery	Python	2026-08-25T18:05:10Z	An AI powered responsive AI Revenue Recovery system built for the Razorpay AI Buildathon 2026.
Track 3 / Revenue Recovery	apghere/mandate-recovery-engine	https://github.com/apghere/mandate-recovery-engine	Python	2026-08-27T15:30:39Z	Constrained retry-budget planner for Indian recurring-payment mandates (Razorpay AI Buildathon 2026)
Track 3 / Revenue Recovery	AribAsim/Recovery-Copilot	https://github.com/AribAsim/Recovery-Copilot	Python	2026-08-26T21:43:31Z	An AI agent for the Razorpay AI Buildathon (Track 03) that detects at-risk revenue from failed payments & abandoned checkouts, diagnoses root cause, and executes a bounded, confidence-gated recovery workflow. Features stopping rules, promise-to-pay tracking, and a full auditable trail of every money decision made. FastAPI + SQLite.
Unknown	aroraharshit779-cmyk/razorpay-buildathon	https://github.com/aroraharshit779-cmyk/razorpay-buildathon	JavaScript	2026-08-24T10:13:49Z	
Track 3 / Revenue Recovery	aroravocado/Recoverai	https://github.com/aroravocado/Recoverai		2026-08-22T13:01:07Z	AI agent that recovers lost revenue from failed payments & subscriptions. Smart diagnosis + bounded recovery actions. Built for Razorpay AI Builder Internship 2026 – Track 3.
Track 2 / Risk	arpittkhandelwal/fraudsentry	https://github.com/arpittkhandelwal/fraudsentry	Python	2026-08-25T16:33:48Z	Razorpay AI Buildathon Track 02 Submission - Fraud Spike Detection & Auto-Triage Agent
Unknown	arshad-muhammad/Hackwise2.0	https://github.com/arshad-muhammad/Hackwise2.0	JavaScript	2026-04-02T06:05:27Z	Hackwise 2.0 Website is a full-stack Next.js platform for a national-level hackathon by Sphere Hive at KVGCE, managing team registrations, campus ambassador referrals, accommodation with Razorpay payments, certificates, admin panel, and analytics, with a dark cyberpunk UI. 
Unknown	arvindcr4/payops-copilot	https://github.com/arvindcr4/payops-copilot	Python	2026-07-24T08:24:43Z	An AI agent that runs payment operations — with a guardrail layer that blocks unsafe & reward-hacking money-moves before they execute. Built for the Razorpay AI Builders challenge.
Track 2 / Risk	Aryaa1704/AI-Chargeback-Risk-Evidence-Response-Agent	https://github.com/Aryaa1704/AI-Chargeback-Risk-Evidence-Response-Agent	Python	2026-08-27T12:08:42Z	A  fintech risk-operations application built for the Razorpay AI Builder Internship 2026 (Track 02: AI Risk Manager), combining a backend ML chargeback-risk model with a bounded Gemini investigation agent for automated evidence synthesis and human-in-the-loop decision support.
Track 1 / Growth-Commerce	aryanpajnee/RazorpayBuildathon	https://github.com/aryanpajnee/RazorpayBuildathon	Python	2026-08-28T03:49:28Z	Razorpay AI Buildathon — Track 01, Agentic Commerce
Track 3 / Revenue Recovery	AryanTandon2019/sequencer	https://github.com/AryanTandon2019/sequencer	TypeScript	2026-08-26T10:50:47Z	Reason-aware recovery agent for failed recurring payments. Razorpay AI Buildathon, Track 03.
Unknown	as-45/Razorpay_hackathon	https://github.com/as-45/Razorpay_hackathon	Python	2026-08-26T10:49:40Z	
Unknown	ashb155/razorbuild	https://github.com/ashb155/razorbuild	Python	2026-08-27T20:35:30Z	Razorpay Buildathon
Unknown	aspartic-gthb/razorpay_buildathon	https://github.com/aspartic-gthb/razorpay_buildathon	Python	2026-08-27T05:23:38Z	
Unknown	astyashish/razorpay-hackathon	https://github.com/astyashish/razorpay-hackathon	Python	2026-03-14T11:01:36Z	
Track 3 / Revenue Recovery	atharavmahangade-spec/mandate-rescue	https://github.com/atharavmahangade-spec/mandate-rescue	Python	2026-08-25T04:36:48Z	AI agent that schedules UPI Autopay retries within NPCI's 3-attempt cap and execution windows, with category-aware escalation — 91.8% recovery vs 29.6% naive baseline. Built for Razorpay AI Buildathon, Track 3.
Unknown	atharva8736/paypilot-ai	https://github.com/atharva8736/paypilot-ai	JavaScript	2026-08-25T18:00:14Z	AI-powered shopping and payment assistant built for Razorpay AI Builder Internship 2026
Unknown	ATHI4545/Razorpay_buildathon	https://github.com/ATHI4545/Razorpay_buildathon	JavaScript	2026-08-26T05:52:46Z	
Unknown	Athting/Razorpay-AI-Builder	https://github.com/Athting/Razorpay-AI-Builder	Python	2026-08-24T21:05:30Z	
Unknown	avinash9354/Aiweb	https://github.com/avinash9354/Aiweb	JavaScript	2026-03-27T17:19:57Z	AI Resume Builder - React + Firebase + GPT-4 + Razorpay
Track 4 / Finance Controller	aviralgarg05/milaan	https://github.com/aviralgarg05/milaan	Python	2026-08-24T08:06:22Z	Bank-credit to settlement exact-cover reconciliation, to the paise, with refusal instead of guessing. Razorpay AI Buildathon 2026, Track 04.
Track 2 / Risk	ayubeh1513/Payment-Fraud-Risk-Scorer-Razorpay-Buildathon	https://github.com/ayubeh1513/Payment-Fraud-Risk-Scorer-Razorpay-Buildathon	Python	2026-08-25T06:05:37Z	Defense-only payment fraud-risk scorer built with Python, scikit-learn, and Streamlit. Features engineered balance-consistency signals, a gradient-boosting risk model, an honest time-based split, cost-optimal thresholding, plain-English Groq LLM explanations, and an interactive dashboard for real-time single or batch transaction scoring.
Unknown	Ayush-04-spec/razorpay_buildathon	https://github.com/Ayush-04-spec/razorpay_buildathon	Python	2026-08-28T05:54:40Z	
Track 2 / Risk	ayushkr80/razorpay-ai-risk-manager	https://github.com/ayushkr80/razorpay-ai-risk-manager	Python	2026-08-23T18:16:28Z	
Track 3 / Revenue Recovery	ayushtiwari1526/Razorpay-Track-3-AI-Revenue-Recovery-Agent	https://github.com/ayushtiwari1526/Razorpay-Track-3-AI-Revenue-Recovery-Agent	Python	2026-08-24T14:31:53Z	AI-powered payment recovery system using Machine Learning, Cohere AI and Razorpay.
Unknown	b24bs2141-cmd/RazorACP	https://github.com/b24bs2141-cmd/RazorACP	Python	2026-08-25T14:47:44Z	India's First ACP-Compliant Agentic Payment System - Razorpay AI Buildathon 2026
Track 4 / Finance Controller	bagichethan-decode/reconai	https://github.com/bagichethan-decode/reconai	JavaScript	2026-08-27T10:17:10Z	AI-powered multi-source payment reconciliation system for Razorpay AI Buildathon 2026.
Track 3 / Revenue Recovery	baidnehum18/mandate-recovery	https://github.com/baidnehum18/mandate-recovery	Python	2026-08-27T11:24:43Z	Recovering failed recurring payments for Indian subscription businesses. Razorpay AI Buildathon 2026, Track 03.
Track 3 / Revenue Recovery	Balaji090405/RecoveryIQ	https://github.com/Balaji090405/RecoveryIQ	Python	2026-08-23T17:22:44Z	Autonomous AI Revenue Recovery Intelligence platform — real-time payment failure reclamation, counterfactual ML decisioning, and Razorpay webhook failover optimization.
Unknown	balajipanchireddy-arch/SmartShelf-Buildathon	https://github.com/balajipanchireddy-arch/SmartShelf-Buildathon	JavaScript	2026-08-27T04:49:59Z	AI-powered expiry management system for Razorpay Buildathon 2026
Track 3 / Revenue Recovery	balax-24/RecoverAI_Razorpay-AI-Buildathon	https://github.com/balax-24/RecoverAI_Razorpay-AI-Buildathon	TypeScript	2026-08-27T04:42:04Z	A production-oriented fintech platform engineered for autonomous payment recovery, deterministic policy enforcement, webhook idempotency, and automated state reconciliation with Razorpay.
Track 2 / Risk	BeastAyyG/razorpay-ai-risk-manager	https://github.com/BeastAyyG/razorpay-ai-risk-manager	Python	2026-08-22T20:40:24Z	
Track 3 / Revenue Recovery	bellapunainika/VasooliAI	https://github.com/bellapunainika/VasooliAI	TypeScript	2026-08-22T08:25:17Z	Autonomous revenue recovery agent for Indian SMBs — diagnoses why payments fail, picks the right bounded intervention, and logs every decision to an audit trail. Built for Razorpay AI Buildathon (Revenue Recovery track).
Track 3 / Revenue Recovery	benny-daniel6/Revenue-guard	https://github.com/benny-daniel6/Revenue-guard	Python	2026-08-22T14:01:43Z	An AI Revenue Recovery Agent — Razorpay AI Buildathon Submission
Track 2 / Risk	bhavikakanathe/return-risk-scorer	https://github.com/bhavikakanathe/return-risk-scorer	Python	2026-08-25T09:06:43Z	AI-powered return-risk scorer for e-commerce, built for the Razorpay AI Buildathon 2026 (Track: AI Risk Manager). Detects fraudulent returns and wardrobing with cost-optimized decision thresholds, explainable predictions, and a human-review workflow.
Track 3 / Revenue Recovery	BHUVANESWAR-B/recoveriq	https://github.com/BHUVANESWAR-B/recoveriq	Python	2026-08-25T07:31:30Z	Autonomous AI Revenue Recovery Agent for Razorpay
Track 2 / Risk	Bindhusree345/Spikewatch-fraud-detector-	https://github.com/Bindhusree345/Spikewatch-fraud-detector-	Python	2026-08-21T16:50:34Z	Window-level fraud spike detector for merchants — explainable z-score ensemble with honest precision/recall on a held-out test set. Built for Razorpay AI Buildathon, Track 02 (AI Risk Manager).
Track 3 / Revenue Recovery	BitsToBytes-Saksham/recoverai-revenue-recovery	https://github.com/BitsToBytes-Saksham/recoverai-revenue-recovery	TypeScript	2026-08-25T23:19:06Z	Guardrailed AI revenue recovery engine with deterministic policy controls, Razorpay Test Mode execution, human approvals, simulation, and adversarial safety evaluation.
Unknown	BudarajuJaswanth/Razorpay_Buildathon	https://github.com/BudarajuJaswanth/Razorpay_Buildathon	JavaScript	2026-08-27T17:37:59Z	
Track 3 / Revenue Recovery	bunnysunny24/revive-ai	https://github.com/bunnysunny24/revive-ai	Python	2026-08-22T20:24:36Z	revive-ai-razorpay-buildathon. AI-powered revenue recovery system for failed payments, with ML risk scoring, policy-gated recovery workflows, Razorpay test-mode execution, audit trails, and measured recovered revenue.
Track 1 / Growth-Commerce	BURNOUTAlGO/Agentic_commerce	https://github.com/BURNOUTAlGO/Agentic_commerce	JavaScript	2026-08-22T21:52:15Z	An autonomous AI agent for commerce on Razorpay — reasons through orders live, recovers failed payments with auto-discounts, and logs a full audit trail. Built for Razorpay Buildathon.
Track 2 / Risk	CandyButcher27/disputeshield	https://github.com/CandyButcher27/disputeshield	Python	2026-08-26T21:50:10Z	ML-powered chargeback triage for Razorpay merchants: calibrated win probability, expected-value decisions, and cited evidence packets. AI Risk Manager track.
Track 3 / Revenue Recovery	chappidimounika/recoverai	https://github.com/chappidimounika/recoverai	Python	2026-08-24T15:30:05Z	AI-powered payment revenue recovery agent for the Razorpay Buildathon — detects failed payments, diagnoses root cause with Claude, and recovers revenue through a safety-gated automation pipeline.
Unknown	Charanteja009/RazorPayHackathon	https://github.com/Charanteja009/RazorPayHackathon	Jupyter Notebook	2026-08-25T06:15:32Z	
Unknown	cherry-achyuth/razorpay-buildathon	https://github.com/cherry-achyuth/razorpay-buildathon	Python	2026-08-27T19:28:07Z	
Unknown	Cherubinoo/razorpay_hackathon	https://github.com/Cherubinoo/razorpay_hackathon	Python	2026-08-25T19:04:02Z	
Track 3 / Revenue Recovery	Chinmay0608/razorpay-buildathon-receivables-chaser	https://github.com/Chinmay0608/razorpay-buildathon-receivables-chaser	Java	2026-08-22T17:49:34Z	Autonomous invoice chasing system for minimizing revenue at risk. Built with Spring Boot, React, and Kafka for the Razorpay Buildathon (Track 03)
Unknown	cod-op/AI-Powered-Career-Assistant-	https://github.com/cod-op/AI-Powered-Career-Assistant-	TypeScript	2026-07-31T17:42:40Z	AI-powered MERN SaaS platform for resume analysis, AI resume builder, job matching, interview preparation, Google OAuth, and Razorpay subscriptions using Gemini API.
Track 4 / Finance Controller	codebyprajjwal02/razorpay-ai-finance-controller	https://github.com/codebyprajjwal02/razorpay-ai-finance-controller		2026-08-26T11:03:26Z	Evidence-first AI Finance Controller built for Razorpay AI Buildathon Track 04.
Track 3 / Revenue Recovery	coderpromaxFire/ai-revenue-recovery-agent-RAZORPAY-PROJECT-	https://github.com/coderpromaxFire/ai-revenue-recovery-agent-RAZORPAY-PROJECT-	JavaScript	2026-08-22T15:06:20Z	
Track 3 / Revenue Recovery	codewithpraw/paytriage	https://github.com/codewithpraw/paytriage		2026-08-28T04:38:31Z	Paytriage: AI payment recovery agent that detects failed recurring payments, analyzes failure root causes, and executes intelligent recovery strategies. Built with Claude AI for the Razorpay AI Buildathon.
Unknown	codewithsaiteja/Agentic-Checkout-Concierge	https://github.com/codewithsaiteja/Agentic-Checkout-Concierge		2026-08-27T19:08:44Z	AI-powered conversational checkout agent built with MERN, Groq LLM, and Razorpay API. Enables natural-language purchases, reduces cart abandonment, parses intent in real time, handles payments and retries, and maintains audit trails for fintech compliance. Built for Razorpay AI Builder 2026.
Unknown	CodingEnthusiastic/Razorpay-Hackathon-2026	https://github.com/CodingEnthusiastic/Razorpay-Hackathon-2026	TypeScript	2026-08-26T08:12:34Z	Backend - SpringBoot Maven Frontend - React Js and Tailwind
Track 2 / Risk	coldsmoke07/sentinelpay-ai-risk-manager	https://github.com/coldsmoke07/sentinelpay-ai-risk-manager	Python	2026-08-23T17:50:15Z	Explainable human-in-the-loop AI payment risk manager for Razorpay AI Builder Internship 2026
Unknown	cp99says/ftx-hackathon	https://github.com/cp99says/ftx-hackathon	JavaScript	2026-07-08T12:31:03Z	Razorpay FTX Hackathon #1 | Team Keyboard Cavalry | HighwayHealth 
Track 2 / Risk	Creative-Dhanush/askari	https://github.com/Creative-Dhanush/askari	Python	2026-08-27T14:39:37Z	Two-stage AI security scanner for payment integrations. Deterministic rules find candidates, Claude adjudicates which are real, both stages measured separately. Razorpay AI Buildathon Track 02.
Unknown	csdeepak/razorpay_buildathon	https://github.com/csdeepak/razorpay_buildathon	Python	2026-08-24T14:33:45Z	
Track 3 / Revenue Recovery	Daksha1611/bounded-recovery-engine	https://github.com/Daksha1611/bounded-recovery-engine	Python	2026-08-23T09:11:03Z	Bounded Recovery Engine — a payment-recovery agent that is structurally incapable of taking a wrong money action (Razorpay AI Buildathon, Track 03)
Unknown	dantumahadev/razorpaybuildathon	https://github.com/dantumahadev/razorpaybuildathon	HTML	2026-08-21T08:19:45Z	
Track 2 / Risk	Darshangowdac2005/RazorShield	https://github.com/Darshangowdac2005/RazorShield	Python	2026-08-21T08:48:29Z	AI Payment Fraud Risk Manager (Track 02) for Razorpay AI Buildathon. Hybrid ML+rules scoring, explainable decisions, batch analysis, fallback paths.
Unknown	dashroshan/mess-management-system	https://github.com/dashroshan/mess-management-system	JavaScript	2026-02-09T09:04:37Z	🥪 Mess portal where owners can set their weekly menu, price, time, and students can purchase their desired coupons, with a QR code system and Razorpay integration.
Track 2 / Risk	DebugSatyam/RecoverX	https://github.com/DebugSatyam/RecoverX	Python	2026-08-26T03:51:08Z	AI Revenue Recovery Agent — safely recovering at-risk payments through reasoning, policy guardrails, and Razorpay Test Mode.
